Date,Open,High,Low,Close,Adj Close,Volume
1929-01-02,24.809999,24.809999,24.809999,24.809999,24.809999,0
1929-01-03,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-01-04,24.850000,24.850000,24.850000,24.850000,24.850000,0
1929-01-07,24.250000,24.250000,24.250000,24.250000,24.250000,0
1929-01-08,24.170000,24.170000,24.170000,24.170000,24.170000,0
1929-01-09,24.540001,24.540001,24.540001,24.540001,24.540001,0
1929-01-10,24.580000,24.580000,24.580000,24.580000,24.580000,0
1929-01-11,24.540001,24.540001,24.540001,24.540001,24.540001,0
1929-01-14,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-01-15,24.230000,24.230000,24.230000,24.230000,24.230000,0
1929-01-16,24.559999,24.559999,24.559999,24.559999,24.559999,0
1929-01-17,24.690001,24.690001,24.690001,24.690001,24.690001,0
1929-01-18,24.770000,24.770000,24.770000,24.770000,24.770000,0
1929-01-21,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-01-22,25.070000,25.070000,25.070000,25.070000,25.070000,0
1929-01-23,25.219999,25.219999,25.219999,25.219999,25.219999,0
1929-01-24,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-01-25,25.480000,25.480000,25.480000,25.480000,25.480000,0
1929-01-28,25.350000,25.350000,25.350000,25.350000,25.350000,0
1929-01-29,25.360001,25.360001,25.360001,25.360001,25.360001,0
1929-01-30,25.450001,25.450001,25.450001,25.450001,25.450001,0
1929-01-31,25.740000,25.740000,25.740000,25.740000,25.740000,0
1929-02-01,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-02-04,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-02-05,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-02-06,25.490000,25.490000,25.490000,25.490000,25.490000,0
1929-02-07,24.709999,24.709999,24.709999,24.709999,24.709999,0
1929-02-08,24.440001,24.440001,24.440001,24.440001,24.440001,0
1929-02-11,24.980000,24.980000,24.980000,24.980000,24.980000,0
1929-02-13,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-02-14,24.850000,24.850000,24.850000,24.850000,24.850000,0
1929-02-15,24.350000,24.350000,24.350000,24.350000,24.350000,0
1929-02-18,24.389999,24.389999,24.389999,24.389999,24.389999,0
1929-02-19,24.379999,24.379999,24.379999,24.379999,24.379999,0
1929-02-20,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-02-21,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-02-25,24.910000,24.910000,24.910000,24.910000,24.910000,0
1929-02-26,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-02-27,25.250000,25.250000,25.250000,25.250000,25.250000,0
1929-02-28,25.590000,25.590000,25.590000,25.590000,25.590000,0
1929-03-01,25.830000,25.830000,25.830000,25.830000,25.830000,0
1929-03-04,25.490000,25.490000,25.490000,25.490000,25.490000,0
1929-03-05,25.320000,25.320000,25.320000,25.320000,25.320000,0
1929-03-06,24.920000,24.920000,24.920000,24.920000,24.920000,0
1929-03-07,25.150000,25.150000,25.150000,25.150000,25.150000,0
1929-03-08,25.309999,25.309999,25.309999,25.309999,25.309999,0
1929-03-11,24.950001,24.950001,24.950001,24.950001,24.950001,0
1929-03-12,24.969999,24.969999,24.969999,24.969999,24.969999,0
1929-03-13,25.240000,25.240000,25.240000,25.240000,25.240000,0
1929-03-14,25.730000,25.730000,25.730000,25.730000,25.730000,0
1929-03-15,26.080000,26.080000,26.080000,26.080000,26.080000,0
1929-03-18,26.040001,26.040001,26.040001,26.040001,26.040001,0
1929-03-19,26.030001,26.030001,26.030001,26.030001,26.030001,0
1929-03-20,26.020000,26.020000,26.020000,26.020000,26.020000,0
1929-03-21,25.900000,25.900000,25.900000,25.900000,25.900000,0
1929-03-22,25.549999,25.549999,25.549999,25.549999,25.549999,0
1929-03-25,24.510000,24.510000,24.510000,24.510000,24.510000,0
1929-03-26,24.350000,24.350000,24.350000,24.350000,24.350000,0
1929-03-27,25.090000,25.090000,25.090000,25.090000,25.090000,0
1929-03-28,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-04-01,24.879999,24.879999,24.879999,24.879999,24.879999,0
1929-04-02,25.170000,25.170000,25.170000,25.170000,25.170000,0
1929-04-03,24.860001,24.860001,24.860001,24.860001,24.860001,0
1929-04-04,25.299999,25.299999,25.299999,25.299999,25.299999,0
1929-04-05,25.049999,25.049999,25.049999,25.049999,25.049999,0
1929-04-08,24.830000,24.830000,24.830000,24.830000,24.830000,0
1929-04-09,24.629999,24.629999,24.629999,24.629999,24.629999,0
1929-04-10,24.780001,24.780001,24.780001,24.780001,24.780001,0
1929-04-11,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-04-12,25.150000,25.150000,25.150000,25.150000,25.150000,0
1929-04-15,25.000000,25.000000,25.000000,25.000000,25.000000,0
1929-04-16,25.059999,25.059999,25.059999,25.059999,25.059999,0
1929-04-17,25.320000,25.320000,25.320000,25.320000,25.320000,0
1929-04-18,25.430000,25.430000,25.430000,25.430000,25.430000,0
1929-04-19,25.410000,25.410000,25.410000,25.410000,25.410000,0
1929-04-22,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-04-23,25.850000,25.850000,25.850000,25.850000,25.850000,0
1929-04-24,25.750000,25.750000,25.750000,25.750000,25.750000,0
1929-04-25,25.629999,25.629999,25.629999,25.629999,25.629999,0
1929-04-26,25.580000,25.580000,25.580000,25.580000,25.580000,0
1929-04-29,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-04-30,25.940001,25.940001,25.940001,25.940001,25.940001,0
1929-05-01,25.990000,25.990000,25.990000,25.990000,25.990000,0
1929-05-02,26.110001,26.110001,26.110001,26.110001,26.110001,0
1929-05-03,26.370001,26.370001,26.370001,26.370001,26.370001,0
1929-05-06,26.320000,26.320000,26.320000,26.320000,26.320000,0
1929-05-07,26.070000,26.070000,26.070000,26.070000,26.070000,0
1929-05-08,26.180000,26.180000,26.180000,26.180000,26.180000,0
1929-05-09,26.020000,26.020000,26.020000,26.020000,26.020000,0
1929-05-10,26.340000,26.340000,26.340000,26.340000,26.340000,0
1929-05-13,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-05-14,25.950001,25.950001,25.950001,25.950001,25.950001,0
1929-05-15,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-05-16,25.969999,25.969999,25.969999,25.969999,25.969999,0
1929-05-17,26.090000,26.090000,26.090000,26.090000,26.090000,0
1929-05-20,25.389999,25.389999,25.389999,25.389999,25.389999,0
1929-05-21,25.700001,25.700001,25.700001,25.700001,25.700001,0
1929-05-22,24.760000,24.760000,24.760000,24.760000,24.760000,0
1929-05-23,25.309999,25.309999,25.309999,25.309999,25.309999,0
1929-05-24,25.120001,25.120001,25.120001,25.120001,25.120001,0
1929-05-27,24.200001,24.200001,24.200001,24.200001,24.200001,0
1929-05-28,24.590000,24.590000,24.590000,24.590000,24.590000,0
1929-05-29,24.620001,24.620001,24.620001,24.620001,24.620001,0
1929-05-31,24.830000,24.830000,24.830000,24.830000,24.830000,0
1929-06-03,25.270000,25.270000,25.270000,25.270000,25.270000,0
1929-06-04,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-06-05,25.590000,25.590000,25.590000,25.590000,25.590000,0
1929-06-06,25.639999,25.639999,25.639999,25.639999,25.639999,0
1929-06-07,25.530001,25.530001,25.530001,25.530001,25.530001,0
1929-06-10,25.270000,25.270000,25.270000,25.270000,25.270000,0
1929-06-11,25.430000,25.430000,25.430000,25.430000,25.430000,0
1929-06-12,25.450001,25.450001,25.450001,25.450001,25.450001,0
1929-06-13,25.840000,25.840000,25.840000,25.840000,25.840000,0
1929-06-14,25.930000,25.930000,25.930000,25.930000,25.930000,0
1929-06-17,26.410000,26.410000,26.410000,26.410000,26.410000,0
1929-06-18,26.420000,26.420000,26.420000,26.420000,26.420000,0
1929-06-19,26.320000,26.320000,26.320000,26.320000,26.320000,0
1929-06-20,26.469999,26.469999,26.469999,26.469999,26.469999,0
1929-06-21,26.620001,26.620001,26.620001,26.620001,26.620001,0
1929-06-24,26.620001,26.620001,26.620001,26.620001,26.620001,0
1929-06-25,26.900000,26.900000,26.900000,26.900000,26.900000,0
1929-06-26,27.059999,27.059999,27.059999,27.059999,27.059999,0
1929-06-27,27.110001,27.110001,27.110001,27.110001,27.110001,0
1929-06-28,27.410000,27.410000,27.410000,27.410000,27.410000,0
1929-07-01,27.770000,27.770000,27.770000,27.770000,27.770000,0
1929-07-02,28.059999,28.059999,28.059999,28.059999,28.059999,0
1929-07-03,28.180000,28.180000,28.180000,28.180000,28.180000,0
1929-07-05,28.320000,28.320000,28.320000,28.320000,28.320000,0
1929-07-08,28.370001,28.370001,28.370001,28.370001,28.370001,0
1929-07-09,28.280001,28.280001,28.280001,28.280001,28.280001,0
1929-07-10,28.200001,28.200001,28.200001,28.200001,28.200001,0
1929-07-11,28.260000,28.260000,28.260000,28.260000,28.260000,0
1929-07-12,28.570000,28.570000,28.570000,28.570000,28.570000,0
1929-07-15,28.450001,28.450001,28.450001,28.450001,28.450001,0
1929-07-16,28.650000,28.650000,28.650000,28.650000,28.650000,0
1929-07-17,28.719999,28.719999,28.719999,28.719999,28.719999,0
1929-07-18,28.660000,28.660000,28.660000,28.660000,28.660000,0
1929-07-19,28.760000,28.760000,28.760000,28.760000,28.760000,0
1929-07-22,28.430000,28.430000,28.430000,28.430000,28.430000,0
1929-07-23,28.830000,28.830000,28.830000,28.830000,28.830000,0
1929-07-24,28.639999,28.639999,28.639999,28.639999,28.639999,0
