Date,Open,High,Low,Close,Adj Close,Volume
1987-08-20,2680.639893,2714.600098,2665.969971,2706.790039,2706.790039,23480000
1987-08-21,2709.659912,2735.489990,2689.090088,2709.500000,2709.500000,27760000
1987-08-24,2712.370117,2730.550049,2678.889893,2697.070068,2697.070068,18920000
1987-08-25,2709.820068,2746.649902,2694.830078,2722.419922,2722.419922,22900000
1987-08-26,2725.290039,2742.030029,2686.540039,2701.850098,2701.850098,22460000
1987-08-27,2686.540039,2705.520020,2661.350098,2675.060059,2675.060059,19460000
1987-08-28,2669.320068,2680.320068,2632.020020,2639.350098,2639.350098,16750000
1987-08-31,2633.929932,2679.530029,2623.570068,2662.949951,2662.949951,19290000
1987-09-01,2666.770020,2695.469971,2594.070068,2610.969971,2610.969971,21360000
1987-09-02,2606.979980,2631.060059,2567.760010,2602.040039,2602.040039,30630000
1987-09-03,2621.810059,2642.219971,2560.110107,2599.489990,2599.489990,22920000
1987-09-04,2604.110107,2617.189941,2556.280029,2561.379883,2561.379883,14980000
1987-09-08,2551.179932,2571.429932,2493.780029,2545.120117,2545.120117,31810000
1987-09-09,2544.479980,2570.629883,2522.800049,2549.270020,2549.270020,23540000
1987-09-10,2578.129883,2595.500000,2549.429932,2576.050049,2576.050049,23530000
1987-09-11,2586.260010,2625.949951,2575.409912,2608.739990,2608.739990,21670000
1987-09-14,2624.360107,2634.570068,2587.850098,2613.040039,2613.040039,15950000
1987-09-15,2607.050049,2610.479980,2560.219971,2566.580078,2566.580078,14930000
1987-09-16,2554.340088,2585.179932,2522.520020,2530.189941,2530.189941,21890000
1987-09-17,2550.100098,2557.280029,2508.000000,2527.899902,2527.899902,19350000
1987-09-18,2539.979980,2554.830078,2514.030029,2524.639893,2524.639893,23550000
1987-09-21,2537.860107,2559.729980,2479.770020,2492.820068,2492.820068,22050000
1987-09-22,2500.000000,2572.620117,2468.989990,2568.050049,2568.050049,25650000
1987-09-23,2577.679932,2602.149902,2554.830078,2585.669922,2585.669922,30450000
1987-09-24,2574.409912,2603.949951,2552.060059,2566.419922,2566.419922,16900000
1987-09-25,2564.459961,2584.040039,2543.729980,2570.169922,2570.169922,13760000
1987-09-28,2602.639893,2634.949951,2574.580078,2601.500000,2601.500000,26300000
1987-09-29,2601.500000,2627.610107,2569.030029,2590.570068,2590.570068,20650000
1987-09-30,2581.919922,2613.580078,2563.639893,2596.280029,2596.280029,23360000
1987-10-01,2601.500000,2648.989990,2593.179932,2639.199951,2639.199951,22200000
1987-10-02,2641.159912,2662.370117,2622.060059,2640.989990,2640.989990,17760000
1987-10-05,2646.540039,2658.780029,2610.969971,2640.179932,2640.179932,19000000
1987-10-06,2623.530029,2632.830078,2542.590088,2548.629883,2548.629883,24370000
1987-10-07,2549.449951,2570.989990,2511.750000,2551.080078,2551.080078,25850000
1987-10-08,2555.320068,2561.360107,2491.510010,2516.639893,2516.639893,21960000
1987-10-09,2508.159912,2531.659912,2472.260010,2482.209961,2482.209961,20730000
1987-10-12,2479.439941,2504.899902,2433.909912,2471.439941,2471.439941,19850000
1987-10-13,2499.350098,2528.389893,2456.919922,2508.159912,2508.159912,24890000
1987-10-14,2473.560059,2485.149902,2400.459961,2412.699951,2412.699951,29730000
1987-10-15,2394.419922,2439.780029,2345.629883,2355.090088,2355.090088,38070000
1987-10-16,2363.899902,2396.209961,2207.729980,2246.729980,2246.729980,57270000
1987-10-19,2046.670044,2164.159912,1677.550049,1738.739990,1738.739990,87230000
1987-10-20,1949.770020,2067.469971,1616.209961,1841.010010,1841.010010,91240000
1987-10-21,2016.079956,2081.070068,1951.760010,2027.849976,2027.849976,62980000
1987-10-22,1868.199951,2004.969971,1837.859985,1950.430054,1950.430054,54270000
1987-10-23,1911.140015,1993.869995,1898.540039,1950.760010,1950.760010,34140000
1987-10-26,1864.219971,1881.800049,1774.040039,1793.930054,1793.930054,35420000
1987-10-27,1883.119995,1904.680054,1806.699951,1846.489990,1846.489990,32200000
1987-10-28,1781.329956,1904.510010,1767.739990,1846.819946,1846.819946,38060000
1987-10-29,1863.400024,1971.979980,1849.300049,1938.329956,1938.329956,32390000
1987-10-30,2023.380005,2049.070068,1965.680054,1993.530029,1993.530029,39640000
1987-11-02,1972.650024,2027.520020,1957.229980,2014.089966,2014.089966,23530000
1987-11-03,1963.859985,1988.400024,1891.739990,1963.530029,1963.530029,27340000
1987-11-04,1933.189941,1980.599976,1913.500000,1945.290039,1945.290039,25600000
1987-11-05,1927.880005,2011.939941,1920.420044,1985.410034,1985.410034,29880000
1987-11-06,1991.550049,2023.540039,1938.829956,1959.050049,1959.050049,23250000
1987-11-09,1926.060059,1941.810059,1881.959961,1900.199951,1900.199951,21960000
1987-11-10,1863.560059,1911.969971,1845.989990,1878.150024,1878.150024,24260000
1987-11-11,1906.329956,1927.719971,1881.959961,1899.199951,1899.199951,17140000
1987-11-12,1964.849976,1983.920044,1934.839966,1960.209961,1960.209961,28590000
1987-11-13,1957.060059,1973.810059,1923.079956,1935.010010,1935.010010,17070000
1987-11-16,1966.349976,1979.280029,1921.750000,1949.099976,1949.099976,16930000
1987-11-17,1927.719971,1939.989990,1888.760010,1922.250000,1922.250000,22490000
1987-11-18,1927.719971,1951.920044,1888.930054,1939.160034,1939.160034,18900000
1987-11-19,1920.760010,1941.979980,1881.800049,1895.390015,1895.390015,20280000
1987-11-20,1869.359985,1926.390015,1853.609985,1913.630005,1913.630005,26080000
1987-11-23,1904.180054,1931.859985,1889.260010,1923.079956,1923.079956,13530000
1987-11-24,1945.290039,1985.250000,1936.839966,1963.530029,1963.530029,22070000
1987-11-25,1961.869995,1982.589966,1935.680054,1946.949951,1946.949951,16490000
1987-11-27,1936.339966,1955.239990,1907.000000,1910.479980,1910.479980,10500000
1987-11-30,1859.250000,1867.369995,1795.260010,1833.550049,1833.550049,30620000
1987-12-01,1860.250000,1877.979980,1829.079956,1842.339966,1842.339966,18210000
1987-12-02,1842.670044,1871.520020,1825.270020,1848.969971,1848.969971,16280000
1987-12-03,1851.619995,1859.079956,1772.209961,1776.530029,1776.530029,23440000
1987-12-04,1765.420044,1794.599976,1733.920044,1766.739990,1766.739990,23590000
1987-12-07,1774.869995,1818.140015,1765.750000,1812.170044,1812.170044,16280000
1987-12-08,1812.170044,1870.689941,1794.599976,1868.369995,1868.369995,20620000
1987-12-09,1856.599976,1924.900024,1846.650024,1902.520020,1902.520020,25980000
1987-12-10,1858.420044,1923.569946,1835.709961,1855.439941,1855.439941,26520000
1987-12-11,1857.260010,1887.930054,1838.359985,1867.040039,1867.040039,17750000
1987-12-14,1867.209961,1942.310059,1860.410034,1932.859985,1932.859985,24840000
1987-12-15,1938.660034,1969.000000,1916.280029,1941.479980,1941.479980,28390000
1987-12-16,1939.819946,1984.079956,1918.439941,1974.469971,1974.469971,23790000
1987-12-17,1976.959961,1987.229980,1917.439941,1924.400024,1924.400024,23600000
1987-12-18,1939.660034,1982.920044,1924.729980,1975.300049,1975.300049,40310000
1987-12-21,1974.640015,2008.449951,1959.560059,1990.380005,1990.380005,21680000
1987-12-22,1985.579956,1999.670044,1949.270020,1978.449951,1978.449951,20630000
1987-12-23,1990.219971,2019.560059,1977.619995,2005.640015,2005.640015,22830000
1987-12-24,2003.810059,2013.099976,1985.739990,1999.670044,1999.670044,8080000
1987-12-28,1955.569946,1966.180054,1921.920044,1942.969971,1942.969971,13870000
1987-12-29,1942.810059,1951.760010,1918.099976,1926.890015,1926.890015,9940000
1987-12-30,1935.339966,1966.180054,1925.729980,1950.099976,1950.099976,15120000
